lead_id,uf,cidade,segmento_interesse,orcamento_faixa,prazo_compra,status,n_events,n_page_view,n_hook_complete,n_cta_click,recency_last_event_hours,label_qualified
be49d0da-6da8-42a8-a8a4-a6f373e80e50,SP,Sorocaba,EVENTOS,60k+,30d,CURIOSO,1,1,0,0,2233.3299977097222222,0
cd483e9a-f556-46a0-8aa3-24685115244f,SP,Sao Paulo,EVENTOS,0-5k,30d,CURIOSO,1,1,0,0,2851.8133307652777778,0
22ae8755-70af-4777-afe3-19e6717b09fd,GO,Aparecida de Goiania,EVENTOS,5k-20k,7d,AQUECENDO,2,1,1,0,431.2466638208333333,0
e3c48f5c-c153-48d1-a001-11551fd0f8d1,GO,Anapolis,SERVICOS,20k-60k,30d,CURIOSO,1,1,0,0,414.5133304875000000,0
4b2f5e78-0475-4916-9d85-af6ff83de350,MG,Contagem,SERVICOS,0-5k,7d,AQUECENDO,5,3,1,1,1844.9466635430555556,0
4f7ffbd5-9311-430a-a1cf-5ee53287bc79,GO,Anapolis,CAVALOS,0-5k,30d,CURIOSO,1,1,0,0,553.4966629875000000,0
49045476-9a47-418c-9ab3-6deadc597b45,MG,Belo Horizonte,SERVICOS,60k+,30d,ENVIADO,7,4,1,2,1200.9633293763888889,1
48335e8e-835f-43e2-9eea-60dd461ef3a0,MG,Juiz de Fora,CAVALOS,0-5k,30d,CURIOSO,2,2,0,0,2136.1299954875000000,0
d90c6bb2-862d-4841-833a-37ad70d6949d,SP,Sao Jose dos Campos,EVENTOS,5k-20k,7d,QUALIFICADO,4,2,1,1,2797.8799952097222222,1
6ab89854-d119-42ec-af68-be7fe98be328,GO,Goiania,SERVICOS,20k-60k,30d,QUALIFICADO,8,5,1,2,2213.1299946541666667,1
40f07085-497a-40a9-b6f3-16e8035f384a,GO,Rio Verde,EVENTOS,60k+,30d,AQUECENDO,4,2,1,1,2485.0299940986111111,0
d54ef869-d3e8-43d4-bd88-58738e9f77a0,SP,Sao Jose dos Campos,SERVICOS,60k+,30d,QUALIFICADO,4,2,1,1,308.0633268763888889,1
33455116-b178-4d99-ad68-2e9ea44e5a25,GO,Rio Verde,EVENTOS,20k-60k,90d,CURIOSO,2,2,0,0,2800.2299929875000000,0
7f25e9c5-4596-4900-8901-3e2cca0e5e58,GO,Aparecida de Goiania,SERVICOS,5k-20k,90d,CURIOSO,2,2,0,0,500.3966593763888889,0
3793208b-c74d-4c12-9499-bbc18c3c9dd3,GO,Anapolis,CAVALOS,60k+,30d,QUALIFICADO,4,2,1,1,421.8299924319444444,1
c8dd5c6e-4bef-4a6e-bda8-8f44b7688782,GO,Rio Verde,CAVALOS,20k-60k,7d,CURIOSO,1,1,0,0,606.3966585430555556,0
b08307fe-3884-4121-a4e3-6e5c64b1689c,MG,Juiz de Fora,EQUIPAMENTOS,60k+,90d,AQUECENDO,3,2,1,0,1522.0633249319444444,0
a4f25e12-6bc4-4bb6-8837-e6a9889f0f19,SP,Sao Paulo,EQUIPAMENTOS,0-5k,90d,AQUECENDO,3,1,1,1,654.2466579875000000,0
62fe84ff-ca9f-47a3-adb0-b3d93c9535f6,GO,Anapolis,EQUIPAMENTOS,0-5k,7d,AQUECENDO,3,2,1,0,1554.0466577097222222,0
f0097ec7-ee06-4320-b169-d9cb96fc1e7f,GO,Goiania,CAVALOS,0-5k,30d,CURIOSO,1,1,0,0,1545.4133238208333333,0
01f3802b-3967-4c7b-aecd-bdf7ef604dad,GO,Anapolis,CAVALOS,20k-60k,90d,CURIOSO,2,2,0,0,2518.2633238208333333,0
b50cebd7-129a-47f4-a7fc-bb947d3d305e,GO,Aparecida de Goiania,CAVALOS,0-5k,7d,QUALIFICADO,4,2,1,1,951.4966568763888889,1
a5596a62-93e3-4bd5-a1e9-ff2edacd137c,MG,Uberlandia,EQUIPAMENTOS,5k-20k,30d,CURIOSO,1,1,0,0,716.2466563208333333,0
8d0d590d-302d-45da-8c3b-7524c0ba15fc,SP,Sorocaba,SERVICOS,0-5k,90d,AQUECENDO,4,3,1,0,2720.1299893763888889,0
aee10b43-e15f-4bea-a273-16333f0204ac,MG,Juiz de Fora,EVENTOS,0-5k,90d,AQUECENDO,3,2,1,0,2339.7466557652777778,0
1340c008-34cb-464f-b86a-2fd39217ae61,SP,Ribeirao Preto,CAVALOS,60k+,30d,CURIOSO,3,2,1,0,783.8299885430555556,0
a8f49056-aa96-414e-b183-b3730f884e69,SP,Sao Jose dos Campos,CAVALOS,20k-60k,7d,CURIOSO,2,2,0,0,2557.5466549319444444,0
ed7047fb-bb63-43f0-b1e9-7504f4473713,GO,Rio Verde,EQUIPAMENTOS,60k+,30d,CURIOSO,2,2,0,0,1187.1299879875000000,0
7dcc17e6-45d1-4fe6-ba82-d18cd5d7e8f7,SP,Sao Jose dos Campos,CAVALOS,5k-20k,90d,ENVIADO,6,3,1,2,1080.4966543763888889,1
89aaa3c9-223e-4364-83fe-3bb117a8d558,MG,Belo Horizonte,EQUIPAMENTOS,0-5k,30d,CURIOSO,2,1,1,0,1818.0966538208333333,0
c6e6eacc-016c-42c0-879c-294a4db608eb,SP,Campinas,EVENTOS,0-5k,7d,AQUECENDO,3,1,1,1,873.3133202097222222,0
92f61257-7220-468f-8620-d28415d24712,GO,Jatai,SERVICOS,20k-60k,90d,AQUECENDO,4,2,1,1,629.4799865986111111,0
bb325e07-a8e3-449f-bb8d-a41c622e77b5,GO,Anapolis,EVENTOS,0-5k,7d,QUALIFICADO,7,5,1,1,2852.5299863208333333,1
2fea241f-b6b5-4606-8b94-f7a0e2c8030e,GO,Jatai,SERVICOS,5k-20k,7d,AQUECENDO,3,2,1,0,32.6299854875000000,0
d6998dc7-3d79-4a76-9917-9bfc583ec502,GO,Anapolis,EQUIPAMENTOS,0-5k,30d,AQUECENDO,3,2,1,0,1893.0966518763888889,0
8ab6cc4d-ad80-4293-bb85-e6c67b47cdbf,SP,Ribeirao Preto,EVENTOS,5k-20k,90d,CURIOSO,2,2,0,0,682.2799849319444444,0
36204975-df5c-4995-bf29-5d95fe2811ca,MG,Contagem,EQUIPAMENTOS,20k-60k,90d,CURIOSO,1,1,0,0,2759.0466513208333333,0
c6390291-3611-44ad-9ef9-745f36c039ce,MG,Montes Claros,CAVALOS,5k-20k,7d,QUALIFICADO,8,5,1,2,604.3466510430555556,1
505f8dc0-09ea-4ee1-afc4-710616271a9a,SP,Ribeirao Preto,EQUIPAMENTOS,60k+,90d,QUALIFICADO,5,2,1,2,762.5466504875000000,1
94c7fb94-5b46-4042-9917-37ce8f04d87d,MG,Belo Horizonte,EQUIPAMENTOS,60k+,90d,AQUECENDO,4,2,1,1,2863.6133163208333333,0
aca3c792-667d-49c0-9868-65d4ae9739bf,GO,Anapolis,CAVALOS,60k+,90d,CURIOSO,2,2,0,0,2372.3299827097222222,0
ba2b20e2-7f30-4e82-8435-c85256605be4,MG,Uberlandia,SERVICOS,5k-20k,30d,AQUECENDO,3,2,1,0,169.8133157652777778,0
6503fa12-3d06-4a1a-8cd6-cc7ae83ead6f,MG,Juiz de Fora,EVENTOS,0-5k,30d,CURIOSO,2,2,0,0,519.5299821541666667,0
ebabbc30-87a7-4126-b98c-aee8fb2dbf08,MG,Montes Claros,EVENTOS,0-5k,90d,CURIOSO,2,2,0,0,159.3633152097222222,0
4db325c7-e8a9-4ad3-b5a7-8a73264d193f,MG,Uberlandia,EVENTOS,5k-20k,7d,AQUECENDO,4,2,1,1,979.7966482652777778,0
710fd31c-966a-457b-970b-666263711aff,GO,Aparecida de Goiania,CAVALOS,0-5k,30d,CURIOSO,1,1,0,0,701.6799810430555556,0
cdd41d2d-c2b9-468f-8221-04ebbae10b05,SP,Campinas,SERVICOS,0-5k,90d,CURIOSO,2,2,0,0,2334.4466477097222222,0
d086ff01-cd5f-4dbc-8464-e0eabe304e41,MG,Montes Claros,CAVALOS,60k+,90d,CURIOSO,3,2,1,0,322.7633140986111111,0
7a925ce8-03dc-4ddc-8d86-89509ecc77fc,MG,Contagem,EVENTOS,60k+,30d,QUALIFICADO,8,5,1,2,857.5966471541666667,1
568aaf11-be74-4cda-be46-0592695ab26b,SP,Sorocaba,EVENTOS,5k-20k,30d,AQUECENDO,3,2,1,0,1827.5466465986111111,0
72bf38dd-63b3-4422-9835-20b7b78721b6,GO,Anapolis,SERVICOS,5k-20k,7d,CURIOSO,2,1,1,0,1749.1799793763888889,0
c7103297-4f66-4c41-8078-f4cbdb4e8519,GO,Anapolis,CAVALOS,0-5k,7d,AQUECENDO,4,3,1,0,2287.2966457652777778,0
76b55250-a494-4ae9-aeb8-830a0a0818f1,GO,Anapolis,EVENTOS,5k-20k,30d,CURIOSO,2,2,0,0,2190.8966454875000000,0
6bcfb3a6-e68e-4a2d-9136-c89211b8aeae,SP,Sorocaba,SERVICOS,5k-20k,90d,CURIOSO,2,2,0,0,1309.2799785430555556,0
6434d376-dc4d-42c3-8632-bd693e83368e,SP,Sao Paulo,SERVICOS,5k-20k,90d,AQUECENDO,4,3,1,0,2797.3633115986111111,0
4269dc88-18a6-4b21-b07b-c9f4ac7aa890,GO,Aparecida de Goiania,SERVICOS,5k-20k,7d,CURIOSO,2,2,0,0,1969.1966443763888889,0
892da93a-ac3a-418d-bf3e-638ea62ce3dd,GO,Rio Verde,SERVICOS,5k-20k,30d,ENVIADO,7,4,1,2,2502.4466443763888889,1
e7afd149-11d3-44a0-a9da-d9660a4dcb78,GO,Rio Verde,EVENTOS,60k+,7d,CURIOSO,2,2,0,0,2251.7966438208333333,0
0461f8ea-4e4b-46fb-b5b1-957406a60ef7,SP,Sao Paulo,CAVALOS,20k-60k,7d,CURIOSO,3,2,1,0,388.8966435430555556,0
75954bd1-a226-4422-a4e5-2a8322bfa1d8,MG,Uberlandia,SERVICOS,0-5k,90d,CURIOSO,2,1,1,0,2251.4133099319444444,0
86131b04-543d-4420-ae4a-e61e69d8c17f,MG,Juiz de Fora,EQUIPAMENTOS,60k+,90d,AQUECENDO,2,1,1,0,720.7299763208333333,0
4a01a954-2b73-44d8-9149-9bcfab8e703f,SP,Ribeirao Preto,CAVALOS,60k+,90d,QUALIFICADO,6,4,1,1,935.6299760430555556,1
516f1a86-6160-4924-ab61-5015bb12e655,SP,Sao Paulo,EVENTOS,20k-60k,7d,CURIOSO,1,1,0,0,1118.9299754875000000,0
b977fa08-efc1-4c67-848c-6a3c13831600,GO,Rio Verde,SERVICOS,60k+,30d,CURIOSO,2,2,0,0,2264.9466421541666667,0
138db782-949c-4790-8f0d-76a874a22563,SP,Sao Jose dos Campos,EQUIPAMENTOS,0-5k,90d,CURIOSO,1,1,0,0,733.9799752097222222,0
38e5a16c-0899-48f2-81f0-6ed06e0c4f06,SP,Sao Jose dos Campos,EQUIPAMENTOS,5k-20k,7d,CURIOSO,2,2,0,0,389.9299749319444444,0
f95e09a3-2cc1-4d72-9a2d-9958bf76a405,MG,Montes Claros,CAVALOS,20k-60k,7d,CURIOSO,1,1,0,0,1385.6633079875000000,0
28366d12-5094-4a3e-ae64-e35d83834e65,GO,Rio Verde,SERVICOS,5k-20k,30d,AQUECENDO,3,1,1,1,2464.9299743763888889,0
0771f6c0-df44-4e5d-a6f2-2e9ab7a1ca2c,SP,Sorocaba,EQUIPAMENTOS,0-5k,90d,QUALIFICADO,7,4,1,2,630.3133074319444444,1
54edc972-bcad-4628-9097-e6ef121d36c4,MG,Montes Claros,CAVALOS,5k-20k,30d,CURIOSO,2,2,0,0,1360.7633068763888889,0
4112d516-e613-421b-a5b8-3699434d1e48,MG,Uberlandia,CAVALOS,0-5k,90d,CURIOSO,3,2,1,0,1699.4133065986111111,0
090fc4d2-7569-45d3-8678-34fe31664737,SP,Sao Jose dos Campos,CAVALOS,60k+,7d,AQUECENDO,5,3,1,1,2739.9799729875000000,0
90cd12ff-a726-4a90-9b6e-b742653b5cfd,GO,Goiania,EVENTOS,0-5k,7d,CURIOSO,2,2,0,0,665.4633057652777778,0
336e82aa-4e71-4938-8431-de95de6805d4,GO,Rio Verde,EQUIPAMENTOS,60k+,90d,CURIOSO,1,1,0,0,338.0799721541666667,0
25a11c94-f9a1-4fb8-ba1e-64dacec3c7ae,GO,Aparecida de Goiania,EQUIPAMENTOS,20k-60k,7d,AQUECENDO,2,1,1,0,638.8133052097222222,0
202149c9-103a-4926-b1c2-603f216f2bef,GO,Aparecida de Goiania,SERVICOS,5k-20k,30d,QUALIFICADO,6,4,1,1,1396.0466382652777778,1
5309a784-39b7-441d-a953-767ec4732a29,GO,Jatai,EQUIPAMENTOS,60k+,90d,CURIOSO,3,2,1,0,1010.1133043763888889,0
fca73933-0f6d-48f0-ba9e-07211d7f3aac,MG,Contagem,SERVICOS,60k+,90d,QUALIFICADO,4,2,1,1,1084.0966374319444444,1
1be63bb6-6a9a-4814-acd6-7a0141e8bfbd,SP,Sao Paulo,EVENTOS,60k+,7d,CURIOSO,2,2,0,0,1849.3966368763888889,0
0160c217-52c1-403f-a8a3-c2b857377d87,MG,Contagem,EVENTOS,60k+,7d,CURIOSO,2,2,0,0,408.7966368763888889,0
1a9a54da-ae78-4abd-b63c-ebc6e373976f,SP,Sorocaba,CAVALOS,20k-60k,30d,CURIOSO,2,2,0,0,2206.0966365986111111,0
2f09bc7b-0441-43fa-b6bb-2be1aa89d82b,MG,Contagem,SERVICOS,0-5k,30d,QUALIFICADO,4,2,1,1,311.7299696541666667,1
047783f0-f648-467e-8eef-4ce9fdd57ebc,GO,Aparecida de Goiania,CAVALOS,60k+,90d,AQUECENDO,4,3,1,0,229.2966360430555556,0
b6fc6337-b898-4101-8fc1-0b0c79da7c4d,GO,Goiania,CAVALOS,5k-20k,7d,AQUECENDO,4,2,1,1,829.3299688208333333,0
455eb002-72c6-4cfd-9cfb-61f6fdc82813,MG,Montes Claros,EVENTOS,5k-20k,7d,ENVIADO,6,3,1,2,2680.4799685430555556,1
cee149cb-813b-41f8-9940-650f69b64d18,SP,Sorocaba,EQUIPAMENTOS,20k-60k,7d,QUALIFICADO,7,4,1,2,2885.4966346541666667,1
06ed5b7f-d46a-4537-9caa-e13235d908e9,GO,Anapolis,SERVICOS,60k+,7d,CURIOSO,3,2,1,0,483.0466340986111111,0
cb92c6db-e5b4-4f06-8f44-6f4b50c1534e,MG,Juiz de Fora,CAVALOS,60k+,90d,AQUECENDO,3,1,1,1,647.8799668763888889,0
c3a6cc16-9ec9-4bae-830c-d9f7d2268bed,MG,Contagem,SERVICOS,60k+,7d,AQUECENDO,2,1,1,0,2548.2132999319444444,0
55a79d1f-231b-4df5-bfd3-b9c332f5f96b,GO,Anapolis,EQUIPAMENTOS,5k-20k,30d,CURIOSO,3,2,1,0,704.2132999319444444,0
89fc7bae-90d3-48af-adc3-7370b589e281,GO,Anapolis,EVENTOS,5k-20k,90d,CURIOSO,2,2,0,0,603.6966329875000000,0
3f1ba761-3dfa-499f-b7bd-88cdd302662f,SP,Sao Jose dos Campos,EQUIPAMENTOS,20k-60k,7d,AQUECENDO,5,3,1,1,1212.4466327097222222,0
469ffad6-15aa-4edb-a24c-b5b30f62cb61,MG,Contagem,CAVALOS,5k-20k,7d,AQUECENDO,4,3,1,0,1269.2132988208333333,0
039a0a3e-c7ab-4588-b40b-884bc64467c1,GO,Goiania,SERVICOS,0-5k,90d,CURIOSO,2,2,0,0,1359.9466318763888889,0
edecaf92-323d-4e80-a975-c14e82461c2d,MG,Juiz de Fora,EVENTOS,5k-20k,30d,CURIOSO,2,1,1,0,929.7632982652777778,0
2ada61a8-b7aa-4ea9-bd84-1f8dec5c8deb,GO,Rio Verde,EVENTOS,5k-20k,30d,AQUECENDO,5,3,1,1,1303.2466313208333333,0
4041c3f8-77ed-409b-8496-7bced1f89d06,MG,Belo Horizonte,CAVALOS,5k-20k,30d,CURIOSO,1,1,0,0,2125.6632974319444444,0
bed4dae0-a0ef-4bd8-bb2c-8b3cc10b4728,GO,Goiania,CAVALOS,5k-20k,90d,ENVIADO,7,4,1,2,2165.2632971541666667,1
575d9d4e-b2cc-4af6-bdb5-25326d9a9352,SP,Sao Jose dos Campos,EQUIPAMENTOS,5k-20k,30d,CURIOSO,1,1,0,0,2101.7299627097222222,0
12a32c85-f645-43ba-9897-ec3d5734ec2d,MG,Juiz de Fora,CAVALOS,0-5k,7d,CURIOSO,2,2,0,0,305.4299624319444444,0
38e67f6c-6b27-4803-b77b-34f29990a5dd,MG,Montes Claros,EQUIPAMENTOS,60k+,90d,CURIOSO,2,2,0,0,2375.0299621541666667,0
13a7e479-f87d-4048-8f8b-1c65e4e9ddaa,GO,Aparecida de Goiania,EQUIPAMENTOS,0-5k,90d,CURIOSO,2,2,0,0,710.4799621541666667,0
37518a79-27ad-4e13-a07d-a33c3d1dd5fa,GO,Jatai,EQUIPAMENTOS,20k-60k,90d,QUALIFICADO,6,4,1,1,667.3299618763888889,1
ffdbf96a-cc84-4201-9bdd-440e68bc3771,MG,Juiz de Fora,SERVICOS,60k+,30d,CURIOSO,2,2,0,0,2845.6299613208333333,0
41ec9f84-a329-49d2-9024-2823dd65d9e8,GO,Aparecida de Goiania,EVENTOS,0-5k,90d,CURIOSO,1,1,0,0,2596.4466277097222222,0
5388d983-6a6b-4ffa-ae29-ae427be98da2,MG,Belo Horizonte,CAVALOS,5k-20k,90d,AQUECENDO,2,1,1,0,2244.1632940986111111,0
db3beab7-6c24-43a5-bb3c-0dac4a4d1b9b,SP,Campinas,EQUIPAMENTOS,5k-20k,30d,CURIOSO,1,1,0,0,1644.7966274319444444,0
84deaad7-e642-4e12-9805-8b07e635774e,MG,Uberlandia,CAVALOS,0-5k,30d,CURIOSO,3,2,1,0,592.9132938208333333,0
c358cd8f-583b-4187-ab39-972a9c81958b,GO,Goiania,EQUIPAMENTOS,0-5k,30d,QUALIFICADO,6,3,1,2,2023.2966268763888889,1
db3feb52-4919-41dd-a9e9-ff0d49cbb8ba,MG,Uberlandia,EVENTOS,60k+,90d,CURIOSO,2,2,0,0,2086.2799596541666667,0
ad7204ca-5826-458f-ab81-53612308cbc4,GO,Anapolis,SERVICOS,20k-60k,90d,AQUECENDO,5,3,1,1,672.4966260430555556,0
b182de47-9259-4861-bca5-bba1fe95d571,GO,Jatai,CAVALOS,0-5k,7d,AQUECENDO,2,1,1,0,1141.2132924319444444,0
d6ca8124-e4ca-49cf-8937-d0479f74985e,MG,Contagem,EQUIPAMENTOS,20k-60k,7d,CURIOSO,2,1,1,0,1552.7966254875000000,0
575ecefa-a7f3-4290-86ca-a66b3ded645f,GO,Aparecida de Goiania,EVENTOS,20k-60k,7d,CURIOSO,2,2,0,0,1692.4466252097222222,0
20c023e3-e782-45a0-ae2b-9072d11de11e,SP,Sao Jose dos Campos,SERVICOS,5k-20k,7d,QUALIFICADO,7,4,1,2,1021.8632915986111111,1
e4f654e9-6ab0-4667-b97b-cfbe77d90495,SP,Sorocaba,CAVALOS,60k+,7d,CURIOSO,2,1,1,0,1583.9966243763888889,0
b727511e-e6f6-4f08-9b41-cb9826211e4a,SP,Sao Jose dos Campos,SERVICOS,20k-60k,7d,AQUECENDO,3,1,1,1,1244.1632907652777778,0
88b169c1-cd3a-4187-a066-d43228b258b8,MG,Uberlandia,SERVICOS,0-5k,90d,CURIOSO,1,1,0,0,1654.0132904875000000,0
0f16787b-acc8-4299-8359-414aa8c27936,GO,Anapolis,EQUIPAMENTOS,20k-60k,30d,CURIOSO,1,1,0,0,862.4132904875000000,0
90f9dc65-59c5-4ff7-b8b9-394f3d4d33d1,SP,Ribeirao Preto,EQUIPAMENTOS,60k+,30d,AQUECENDO,4,3,1,0,1167.2966235430555556,0
7ced8361-aeb1-42d3-b9a1-856166e458b0,SP,Ribeirao Preto,EVENTOS,20k-60k,7d,AQUECENDO,3,2,1,0,1104.5966232652777778,0
96dd8f85-1b06-4c16-96ea-3f01479905b5,GO,Goiania,EVENTOS,0-5k,30d,AQUECENDO,3,1,1,1,539.1466229875000000,0
5b733cdc-df45-4e7a-9d6c-7b0d39b09402,MG,Belo Horizonte,EVENTOS,60k+,90d,AQUECENDO,3,1,1,1,582.5632893763888889,0
214b50be-edc8-4a31-9e2b-fa04e3c335d9,GO,Rio Verde,EVENTOS,20k-60k,30d,AQUECENDO,3,2,1,0,1739.0632888208333333,0
ccbf3777-7e2e-4ac7-a014-f3e71642b8a4,SP,Sao Jose dos Campos,CAVALOS,20k-60k,7d,CURIOSO,2,2,0,0,511.0466218763888889,0
ffa3da6f-552e-4cea-b311-159f8773e959,GO,Aparecida de Goiania,SERVICOS,5k-20k,90d,AQUECENDO,5,3,1,1,2518.8632882652777778,0
6451ae47-2a27-4263-9f8f-846e415fda27,SP,Ribeirao Preto,SERVICOS,60k+,90d,QUALIFICADO,5,3,1,1,2417.0632879875000000,1
df52ab50-d036-4de9-bef2-c398af64f6b6,GO,Rio Verde,EVENTOS,20k-60k,90d,CURIOSO,2,2,0,0,1898.4132874319444444,0
f2bd7c47-7068-47a6-b181-65388077a3f2,GO,Rio Verde,SERVICOS,60k+,7d,QUALIFICADO,8,5,1,2,710.2132874319444444,1
77b68d19-71ec-4af6-8e0d-ded82706522e,MG,Montes Claros,CAVALOS,20k-60k,7d,CURIOSO,2,1,1,0,2566.7799532652777778,0
636a213c-094b-476a-9c19-ea3edcf86f6d,SP,Campinas,EVENTOS,5k-20k,30d,QUALIFICADO,4,2,1,1,2557.8299532652777778,1
c1e14deb-af16-4708-afbb-890c679e46b0,MG,Juiz de Fora,SERVICOS,60k+,30d,AQUECENDO,5,3,1,1,2734.4132860430555556,0
47ebb858-b5e7-4442-a439-29b758c937c7,SP,Campinas,SERVICOS,5k-20k,7d,ENVIADO,7,4,1,2,2142.4466188208333333,1
85552fb0-abcf-41c3-9945-c7d7d9b81daf,GO,Jatai,SERVICOS,0-5k,7d,QUALIFICADO,6,3,1,2,2780.5966182652777778,1
a55298ab-882e-442b-97f3-fe694a4afe3d,GO,Anapolis,SERVICOS,20k-60k,90d,CURIOSO,2,2,0,0,1996.2466177097222222,0
d7f36d5f-c5d3-42da-87fe-f210691631fa,SP,Sorocaba,EVENTOS,20k-60k,7d,CURIOSO,1,1,0,0,2788.0632840986111111,0
299588e8-72d5-47f1-ba3f-6f67f388f68f,MG,Juiz de Fora,SERVICOS,20k-60k,90d,CURIOSO,1,1,0,0,1484.1632838208333333,0
a97a1111-c28a-465b-82f3-9cba3f5839ca,SP,Sao Paulo,SERVICOS,0-5k,90d,CURIOSO,2,2,0,0,2592.7632835430555556,0
bb067a49-c535-47b3-927b-2830725b1a1b,GO,Jatai,CAVALOS,5k-20k,90d,CURIOSO,2,1,1,0,1636.7466168763888889,0
256135da-5e84-44d5-85a4-17ae0ad71225,MG,Montes Claros,SERVICOS,60k+,30d,AQUECENDO,3,1,1,1,2734.8299499319444444,0
fd5d50c2-dc73-4b47-bd9f-3124aae64d80,MG,Contagem,SERVICOS,5k-20k,30d,CURIOSO,2,2,0,0,838.0632827097222222,0
cef46c23-0702-4598-be7a-c242ac7acff5,SP,Campinas,EQUIPAMENTOS,60k+,30d,AQUECENDO,2,1,1,0,1860.4132827097222222,0
0fdeccf9-618b-45f5-8c20-ba52781cf00b,SP,Sorocaba,CAVALOS,60k+,7d,AQUECENDO,4,3,1,0,2736.4799490986111111,0
f59cdce1-764f-49a8-a5bb-398520b88818,GO,Anapolis,EQUIPAMENTOS,0-5k,7d,QUALIFICADO,4,2,1,1,698.0632821541666667,1
a65aa716-7f18-4342-9e96-5de87eb23547,MG,Uberlandia,EQUIPAMENTOS,0-5k,90d,QUALIFICADO,8,5,1,2,2236.3632815986111111,1
4e722c9d-a921-4e45-b130-2d28c2bb14c1,SP,Sao Paulo,EVENTOS,5k-20k,90d,CURIOSO,2,2,0,0,1461.1299477097222222,0
665a0264-3689-4e0c-bb5d-57a464ba4c59,MG,Juiz de Fora,EQUIPAMENTOS,20k-60k,30d,AQUECENDO,3,1,1,1,519.1299474319444444,0
53ffcea7-ae19-4d36-b7c2-9dc1a85da84f,GO,Aparecida de Goiania,EQUIPAMENTOS,5k-20k,30d,QUALIFICADO,6,4,1,1,695.6299471541666667,1
3a23c4a6-b626-4319-9e4b-a3384202a4fe,GO,Goiania,CAVALOS,5k-20k,30d,QUALIFICADO,6,3,1,2,2052.1966132652777778,1
acde924a-a4d2-447e-9f51-1c03eeed6a1e,MG,Juiz de Fora,CAVALOS,5k-20k,7d,CURIOSO,2,2,0,0,1881.6132793763888889,0
1b7beebf-81b0-44e2-8245-48511db5a050,GO,Anapolis,CAVALOS,5k-20k,30d,CURIOSO,2,1,1,0,2670.6466127097222222,0
36a9a67d-e6f4-4ce6-aff5-2f824bbfa9df,GO,Anapolis,EVENTOS,0-5k,7d,AQUECENDO,3,2,1,0,1724.9799457652777778,0
824751cc-528c-445a-aef5-1af591ea5747,MG,Belo Horizonte,SERVICOS,0-5k,90d,CURIOSO,1,1,0,0,1335.4299454875000000,0
74d08673-5392-474e-b48b-c49aa420feab,SP,Campinas,SERVICOS,20k-60k,30d,AQUECENDO,5,3,1,1,36.8799452097222222,0
c368f419-c418-4ae1-b941-cd23fad8ba42,GO,Aparecida de Goiania,EVENTOS,60k+,30d,QUALIFICADO,6,3,1,2,442.5466113208333333,1
16905b3a-d500-4779-8b06-c127ed4ad0b1,GO,Jatai,EQUIPAMENTOS,20k-60k,7d,CURIOSO,1,1,0,0,2541.2466107652777778,0
cd884bff-d121-4a94-9299-6b8bedabe229,MG,Juiz de Fora,SERVICOS,60k+,90d,CURIOSO,1,1,0,0,2116.5466104875000000,0
45f041a4-b9bc-4b69-a346-df012bdae818,MG,Belo Horizonte,CAVALOS,60k+,7d,AQUECENDO,2,1,1,0,1607.3299438208333333,0
3baba2a5-8aa5-4c95-b378-dde11b52d78b,MG,Contagem,EVENTOS,5k-20k,30d,AQUECENDO,4,3,1,0,2349.9632768763888889,0
223280c1-791e-4b61-91e6-cd37ed6998ce,SP,Sao Paulo,SERVICOS,5k-20k,30d,CURIOSO,2,2,0,0,890.9966096541666667,0
941aeb42-0670-44f8-8d9f-d03126124c8e,MG,Uberlandia,EVENTOS,20k-60k,90d,QUALIFICADO,5,3,1,1,2882.9632760430555556,1
57e9eee1-dc69-41da-896a-5a35ee5706d2,SP,Sorocaba,SERVICOS,0-5k,90d,CURIOSO,2,2,0,0,1034.8966090986111111,0
61f59c9b-9558-4d90-80c5-aab3e6bdd819,GO,Aparecida de Goiania,EQUIPAMENTOS,5k-20k,30d,QUALIFICADO,6,3,1,2,1692.1632754875000000,1
ddfb288d-0f3a-4ef5-b23c-faf7c24e93f6,MG,Juiz de Fora,EQUIPAMENTOS,20k-60k,90d,CURIOSO,1,1,0,0,1421.5299415986111111,0
a746e3fa-edb9-456b-8422-667845b5c911,GO,Aparecida de Goiania,CAVALOS,60k+,90d,AQUECENDO,4,3,1,0,1847.9632746541666667,0
366a2f33-a98c-45e4-af82-498eb7274737,SP,Sao Jose dos Campos,EQUIPAMENTOS,20k-60k,7d,CURIOSO,1,1,0,0,1944.0966077097222222,0
394f1ba2-5207-48f0-bd38-df5b54606b54,SP,Ribeirao Preto,CAVALOS,20k-60k,7d,AQUECENDO,3,2,1,0,2383.7799410430555556,0
8d8b7d57-0189-4db1-97f3-2be819e80bc7,GO,Goiania,EQUIPAMENTOS,60k+,90d,QUALIFICADO,8,5,1,2,2279.7466074319444444,1
98797422-23a0-430d-84c7-7534bd10f51e,GO,Jatai,EVENTOS,20k-60k,90d,AQUECENDO,2,1,1,0,1593.8966065986111111,0
1a9cd841-a590-4549-9c41-4999a2a64f38,MG,Juiz de Fora,EVENTOS,0-5k,7d,CURIOSO,2,1,1,0,951.4799396541666667,0
4455b192-1b41-425a-bb03-6f1b1be5aed6,GO,Anapolis,EVENTOS,20k-60k,90d,AQUECENDO,3,2,1,0,1834.9632727097222222,0
