subclasse;subclasse_num7;denominacao;secao;divisao;grupo;classe;eh_mvp
1830-0/03;1830003;Reprodução de software em qualquer suporte;C;18;183;1830-0;NÃO
1910-1/00;1910100;Coquerias;C;19;191;1910-1;NÃO
1921-7/00;1921700;Fabricação de produtos do refino de petróleo;C;19;192;1921-7;NÃO
01/05/1922;1922501;Formulação de combustíveis;C;19;192;1922-5;NÃO
02/05/1922;1922502;Rerrefino de óleos lubrificantes;C;19;192;1922-5;NÃO
1922-5/99;1922599;Fabricação de outros produtos derivados do petróleo, exceto produtos do refino;C;19;192;1922-5;NÃO
1931-4/00;1931400;Fabricação de álcool;C;19;193;1931-4;NÃO
1932-2/00;1932200;Fabricação de biocombustíveis, exceto álcool;C;19;193;1932-2;NÃO
2011-8/00;2011800;Fabricação de cloro e álcalis;C;20;201;2011-8;NÃO
2012-6/00;2012600;Fabricação de intermediários para fertilizantes;C;20;201;2012-6;NÃO
01/04/2013;2013401;Fabricação de adubos e fertilizantes organo-minerais;C;20;201;2013-4;NÃO
02/04/2013;2013402;Fabricação de adubos e fertilizantes, exceto organo-minerais;C;20;201;2013-4;NÃO
2014-2/00;2014200;Fabricação de gases industriais;C;20;201;2014-2;NÃO
01/03/2019;2019301;Elaboração de combustíveis nucleares;C;20;201;2019-3;NÃO
2019-3/99;2019399;Fabricação de outros produtos químicos inorgânicos não especificados anteriormente;C;20;201;2019-3;NÃO
2021-5/00;2021500;Fabricação de produtos petroquímicos básicos;C;20;202;2021-5;NÃO
2022-3/00;2022300;Fabricação de intermediários para plastificantes, resinas e fibras;C;20;202;2022-3;NÃO
2029-1/00;2029100;Fabricação de produtos químicos orgânicos não especificados anteriormente;C;20;202;2029-1;NÃO
2031-2/00;2031200;Fabricação de resinas termoplásticas;C;20;203;2031-2;NÃO
2032-1/00;2032100;Fabricação de resinas termofixas;C;20;203;2032-1;NÃO
2033-9/00;2033900;Fabricação de elastômeros;C;20;203;2033-9;NÃO
2040-1/00;2040100;Fabricação de fibras artificiais e sintéticas;C;20;204;2040-1;NÃO
2051-7/00;2051700;Fabricação de defensivos agrícolas;C;20;205;2051-7;NÃO
2052-5/00;2052500;Fabricação de desinfestantes domissanitários;C;20;205;2052-5;NÃO
2061-4/00;2061400;Fabricação de sabões e detergentes sintéticos;C;20;206;2061-4;NÃO
2062-2/00;2062200;Fabricação de produtos de limpeza e polimento;C;20;206;2062-2;NÃO
2063-1/00;2063100;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;C;20;206;2063-1;NÃO
2071-1/00;2071100;Fabricação de tintas, vernizes, esmaltes e lacas;C;20;207;2071-1;NÃO
2072-0/00;2072000;Fabricação de tintas de impressão;C;20;207;2072-0;NÃO
2073-8/00;2073800;Fabricação de impermeabilizantes, solventes e produtos afins;C;20;207;2073-8;NÃO
2091-6/00;2091600;Fabricação de adesivos e selantes;C;20;209;2091-6;NÃO
01/04/2092;2092401;Fabricação de pólvoras, explosivos e detonantes;C;20;209;2092-4;NÃO
02/04/2092;2092402;Fabricação de artigos pirotécnicos;C;20;209;2092-4;NÃO
03/04/2092;2092403;Fabricação de fósforos de segurança;C;20;209;2092-4;NÃO
2093-2/00;2093200;Fabricação de aditivos de uso industrial;C;20;209;2093-2;NÃO
2094-1/00;2094100;Fabricação de catalisadores;C;20;209;2094-1;NÃO
01/01/2099;2099101;Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia;C;20;209;2099-1;NÃO
2099-1/99;2099199;Fabricação de outros produtos químicos não especificados anteriormente;C;20;209;2099-1;NÃO
2110-6/00;2110600;Fabricação de produtos farmoquímicos;C;21;211;2110-6;NÃO
01/01/2121;2121101;Fabricação de medicamentos alopáticos para uso humano;C;21;212;2121-1;NÃO
02/01/2121;2121102;Fabricação de medicamentos homeopáticos para uso humano;C;21;212;2121-1;NÃO
03/01/2121;2121103;Fabricação de medicamentos fitoterápicos para uso humano;C;21;212;2121-1;NÃO
2122-0/00;2122000;Fabricação de medicamentos para uso veterinário;C;21;212;2122-0;NÃO
2123-8/00;2123800;Fabricação de preparações farmacêuticas;C;21;212;2123-8;NÃO
2211-1/00;2211100;Fabricação de pneumáticos e de câmaras-de-ar;C;22;221;2211-1;NÃO
2212-9/00;2212900;Reforma de pneumáticos usados;C;22;221;2212-9;NÃO
2219-6/00;2219600;"Fabricação de artefatos de borracha não especificados 
anteriormente";C;22;221;2219-6;NÃO
2221-8/00;2221800;Fabricação de laminados planos e tubulares de material plástico;C;22;222;2221-8;NÃO
2222-6/00;2222600;Fabricação de embalagens de material plástico;C;22;222;2222-6;NÃO
2223-4/00;2223400;Fabricação de tubos e acessórios de material plástico para uso na construção;C;22;222;2223-4;NÃO
01/03/2229;2229301;Fabricação de artefatos de material plástico para uso pessoal e doméstico;C;22;222;2229-3;NÃO
02/03/2229;2229302;Fabricação de artefatos de material plástico para usos industriais;C;22;222;2229-3;NÃO
03/03/2229;2229303;Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios;C;22;222;2229-3;NÃO
2229-3/99;2229399;Fabricação de artefatos de material plástico para outros usos não especificados anteriormente;C;22;222;2229-3;NÃO
2311-7/00;2311700;Fabricação de vidro plano e de segurança;C;23;231;2311-7;NÃO
2312-5/00;2312500;Fabricação de embalagens de vidro;C;23;231;2312-5;NÃO
2319-2/00;2319200;Fabricação de artigos de vidro;C;23;231;2319-2;NÃO
2320-6/00;2320600;Fabricação de cimento;C;23;232;2320-6;NÃO
01/03/2330;2330301;Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda;C;23;233;2330-3;NÃO
02/03/2330;2330302;Fabricação de artefatos de cimento para uso na construção;C;23;233;2330-3;NÃO
03/03/2330;2330303;Fabricação de artefatos de fibrocimento para uso na construção;C;23;233;2330-3;NÃO
04/03/2330;2330304;Fabricação de casas pré-moldadas de concreto;C;23;233;2330-3;NÃO
05/03/2330;2330305;Preparação de massa de concreto e argamassa para construção;C;23;233;2330-3;NÃO
2330-3/99;2330399;Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;C;23;233;2330-3;NÃO
2341-9/00;2341900;Fabricação de produtos cerâmicos refratários;C;23;234;2341-9;NÃO
01/07/2342;2342701;Fabricação de azulejos e pisos;C;23;234;2342-7;NÃO
02/07/2342;2342702;Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos;C;23;234;2342-7;NÃO
01/04/2349;2349401;Fabricação de material sanitário de cerâmica;C;23;234;2349-4;NÃO
2349-4/99;2349499;Fabricação de produtos cerâmicos não refratários não especificados anteriormente;C;23;234;2349-4;NÃO
01/05/2391;2391501;Britamento de pedras, exceto associado à extração;C;23;239;2391-5;NÃO
02/05/2391;2391502;Aparelhamento de pedras para construção, exceto associado à extração;C;23;239;2391-5;NÃO
03/05/2391;2391503;Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras;C;23;239;2391-5;NÃO
2392-3/00;2392300;Fabricação de cal e gesso;C;23;239;2392-3;NÃO
01/01/2399;2399101;Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal;C;23;239;2399-1;NÃO
02/01/2399;2399102;Fabricação de abrasivos;C;23;239;2399-1;NÃO
2399-1/99;2399199;Fabricação de outros produtos de minerais não metálicos não especificados anteriormente;C;23;239;2399-1;NÃO
2411-3/00;2411300;Produção de ferro-gusa;C;24;241;2411-3;NÃO
2412-1/00;2412100;Produção de ferroligas;C;24;241;2412-1;NÃO
2421-1/00;2421100;Produção de semiacabados de aço;C;24;242;2421-1;NÃO
01/09/2422;2422901;Produção de laminados planos de aço ao carbono, revestidos ou não;C;24;242;2422-9;NÃO
02/09/2422;2422902;Produção de laminados planos de aços especiais;C;24;242;2422-9;NÃO
01/07/2423;2423701;Produção de tubos de aço sem costura;C;24;242;2423-7;NÃO
02/07/2423;2423702;Produção de laminados longos de aço, exceto tubos;C;24;242;2423-7;NÃO
01/05/2424;2424501;Produção de arames de aço;C;24;242;2424-5;NÃO
02/05/2424;2424502;Produção de relaminados, trefilados e perfilados de aço, exceto arames;C;24;242;2424-5;NÃO
2431-8/00;2431800;Produção de tubos de aço com costura;C;24;243;2431-8;NÃO
2439-3/00;2439300;Produção de outros tubos de ferro e aço;C;24;243;2439-3;NÃO
01/05/2441;2441501;Produção de alumínio e suas ligas em formas primárias;C;24;244;2441-5;NÃO
02/05/2441;2441502;Produção de laminados de alumínio;C;24;244;2441-5;NÃO
2442-3/00;2442300;Metalurgia dos metais preciosos;C;24;244;2442-3;NÃO
2443-1/00;2443100;Metalurgia do cobre;C;24;244;2443-1;NÃO
01/01/2449;2449101;Produção de zinco em formas primárias;C;24;244;2449-1;NÃO
02/01/2449;2449102;Produção de laminados de zinco;C;24;244;2449-1;NÃO
03/01/2449;2449103;Fabricação de ânodos para galvanoplastia;C;24;244;2449-1;NÃO
2449-1/99;2449199;Metalurgia de outros metais não ferrosos e suas ligas não especificados anteriormente;C;24;244;2449-1;NÃO
2451-2/00;2451200;Fundição de ferro e aço;C;24;245;2451-2;NÃO
2452-1/00;2452100;Fundição de metais não ferrosos e suas ligas;C;24;245;2452-1;NÃO
2511-0/00;2511000;Fabricação de estruturas metálicas;C;25;251;2511-0;NÃO
2512-8/00;2512800;Fabricação de esquadrias de metal;C;25;251;2512-8;NÃO
2513-6/00;2513600;Fabricação de obras de caldeiraria pesada;C;25;251;2513-6;NÃO
2521-7/00;2521700;Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central;C;25;252;2521-7;NÃO
2522-5/00;2522500;Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos;C;25;252;2522-5;NÃO
01/04/2531;2531401;Produção de forjados de aço;C;25;253;2531-4;NÃO
02/04/2531;2531402;Produção de forjados de metais não ferrosos e suas ligas;C;25;253;2531-4;NÃO
01/02/2532;2532201;Produção de artefatos estampados de metal;C;25;253;2532-2;NÃO
02/02/2532;2532202;Metalurgia do pó;C;25;253;2532-2;NÃO
2539-0/01;2539001;Serviços de usinagem, torneiria e solda;C;25;253;2539-0;NÃO
2539-0/02;2539002;Serviços de tratamento e revestimento em metais;C;25;253;2539-0;NÃO
2541-1/00;2541100;Fabricação de artigos de cutelaria;C;25;254;2541-1;NÃO
2542-0/00;2542000;Fabricação de artigos de serralheria, exceto esquadrias;C;25;254;2542-0;NÃO
2543-8/00;2543800;Fabricação de ferramentas;C;25;254;2543-8;NÃO
01/01/2550;2550101;Fabricação de equipamento bélico pesado, exceto veículos militares de combate;C;25;255;2550-1;NÃO
02/01/2550;2550102;Fabricação de armas de fogo, outras armas e munições;C;25;255;2550-1;NÃO
2591-8/00;2591800;Fabricação de embalagens metálicas;C;25;259;2591-8;NÃO
01/06/2592;2592601;Fabricação de produtos de trefilados de metal padronizados;C;25;259;2592-6;NÃO
02/06/2592;2592602;Fabricação de produtos de trefilados de metal, exceto padronizados;C;25;259;2592-6;NÃO
2593-4/00;2593400;Fabricação de artigos de metal para uso doméstico e pessoal;C;25;259;2593-4;NÃO
01/03/2599;2599301;Serviços de confecção de armações metálicas para a construção;C;25;259;2599-3;NÃO
02/03/2599;2599302;Serviço de corte e dobra de metais;C;25;259;2599-3;NÃO
2599-3/99;2599399;Fabricação de outros produtos de metal não especificados anteriormente;C;25;259;2599-3;NÃO
2610-8/00;2610800;Fabricação de componentes eletrônicos;C;26;261;2610-8;NÃO
2621-3/00;2621300;Fabricação de equipamentos de informática;C;26;262;2621-3;NÃO
2622-1/00;2622100;Fabricação de periféricos para equipamentos de informática;C;26;262;2622-1;NÃO
2631-1/00;2631100;Fabricação de equipamentos transmissores de comunicação, peças e acessórios;C;26;263;2631-1;NÃO
2632-9/00;2632900;Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios;C;26;263;2632-9;NÃO
2640-0/00;2640000;Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo;C;26;264;2640-0;NÃO
2651-5/00;2651500;Fabricação de aparelhos e equipamentos de medida, teste e controle;C;26;265;2651-5;NÃO
2652-3/00;2652300;Fabricação de cronômetros e relógios;C;26;265;2652-3;NÃO
2660-4/00;2660400;Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;C;26;266;2660-4;NÃO
01/01/2670;2670101;Fabricação de equipamentos e instrumentos ópticos, peças e acessórios;C;26;267;2670-1;NÃO
02/01/2670;2670102;Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios;C;26;267;2670-1;NÃO
2680-9/00;2680900;Fabricação de mídias virgens, magnéticas e ópticas;C;26;268;2680-9;NÃO
01/04/2710;2710401;Fabricação de geradores de corrente contínua e alternada, peças e acessórios;C;27;271;2710-4;NÃO
02/04/2710;2710402;Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios;C;27;271;2710-4;NÃO
03/04/2710;2710403;Fabricação de motores elétricos, peças e acessórios;C;27;271;2710-4;NÃO
2721-0/00;2721000;Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;C;27;272;2721-0;NÃO
01/08/2722;2722801;Fabricação de baterias e acumuladores para veículos automotores;C;27;272;2722-8;NÃO
02/08/2722;2722802;Recondicionamento de baterias e acumuladores para veículos automotores;C;27;272;2722-8;NÃO
2731-7/00;2731700;Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica;C;27;273;2731-7;NÃO
2732-5/00;2732500;Fabricação de material elétrico para instalações em circuito de consumo;C;27;273;2732-5;NÃO
2733-3/00;2733300;Fabricação de fios, cabos e condutores elétricos isolados;C;27;273;2733-3;NÃO
01/06/2740;2740601;Fabricação de lâmpadas;C;27;274;2740-6;NÃO
02/06/2740;2740602;Fabricação de luminárias e outros equipamentos de iluminação;C;27;274;2740-6;NÃO
2751-1/00;2751100;Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios;C;27;275;2751-1;NÃO
01/07/2759;2759701;Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios;C;27;275;2759-7;NÃO
2759-7/99;2759799;Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios;C;27;275;2759-7;NÃO
01/02/2790;2790201;Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores;C;27;279;2790-2;NÃO
02/02/2790;2790202;Fabricação de equipamentos para sinalização e alarme;C;27;279;2790-2;NÃO
2790-2/99;2790299;Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente;C;27;279;2790-2;NÃO
2811-9/00;2811900;Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários;C;28;281;2811-9;NÃO
2812-7/00;2812700;Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas;C;28;281;2812-7;NÃO
2813-5/00;2813500;Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios;C;28;281;2813-5;NÃO
01/03/2814;2814301;Fabricação de compressores para uso industrial, peças e acessórios;C;28;281;2814-3;NÃO
02/03/2814;2814302;Fabricação de compressores para uso não industrial, peças e acessórios;C;28;281;2814-3;NÃO
01/01/2815;2815101;Fabricação de rolamentos para fins industriais;C;28;281;2815-1;NÃO
02/01/2815;2815102;Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos;C;28;281;2815-1;NÃO
01/06/2821;2821601;Fabricação de fornos industriais, aparelhos e equipamentos não elétricos para instalações térmicas, peças e acessórios;C;28;282;2821-6;NÃO
02/06/2821;2821602;Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios;C;28;282;2821-6;NÃO
01/04/2822;2822401;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios;C;28;282;2822-4;NÃO
02/04/2822;2822402;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios;C;28;282;2822-4;NÃO
2823-2/00;2823200;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios;C;28;282;2823-2;NÃO
01/01/2824;2824101;Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial;C;28;282;2824-1;NÃO
02/01/2824;2824102;Fabricação de aparelhos e equipamentos de ar condicionado para uso não industrial;C;28;282;2824-1;NÃO
2825-9/00;2825900;Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios;C;28;282;2825-9;NÃO
01/01/2829;2829101;Fabricação de máquinas de escrever, calcular e outros equipamentos não eletrônicos para escritório, peças e acessórios;C;28;282;2829-1;NÃO
2829-1/99;2829199;Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios;C;28;282;2829-1;NÃO
2831-3/00;2831300;Fabricação de tratores agrícolas, peças e acessórios;C;28;283;2831-3;NÃO
2832-1/00;2832100;Fabricação de equipamentos para irrigação agrícola, peças e acessórios;C;28;283;2832-1;NÃO
2833-0/00;2833000;Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação;C;28;283;2833-0;NÃO
2840-2/00;2840200;Fabricação de máquinas-ferramenta, peças e acessórios;C;28;284;2840-2;NÃO
2851-8/00;2851800;Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios;C;28;285;2851-8;NÃO
2852-6/00;2852600;Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo;C;28;285;2852-6;NÃO
2853-4/00;2853400;Fabricação de tratores, peças e acessórios, exceto agrícolas;C;28;285;2853-4;NÃO
2854-2/00;2854200;Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores;C;28;285;2854-2;NÃO
2861-5/00;2861500;Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta;C;28;286;2861-5;NÃO
2862-3/00;2862300;Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios;C;28;286;2862-3;NÃO
2863-1/00;2863100;Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios;C;28;286;2863-1;NÃO
2864-0/00;2864000;Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios;C;28;286;2864-0;NÃO
2865-8/00;2865800;Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios;C;28;286;2865-8;NÃO
2866-6/00;2866600;Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios;C;28;286;2866-6;NÃO
2869-1/00;2869100;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios;C;28;286;2869-1;NÃO
01/07/2910;2910701;Fabricação de automóveis, camionetas e utilitários;C;29;291;2910-7;NÃO
02/07/2910;2910702;Fabricação de chassis com motor para automóveis, camionetas e utilitários;C;29;291;2910-7;NÃO
03/07/2910;2910703;Fabricação de motores para automóveis, camionetas e utilitários;C;29;291;2910-7;NÃO
01/04/2920;2920401;Fabricação de caminhões e ônibus;C;29;292;2920-4;NÃO
02/04/2920;2920402;Fabricação de motores para caminhões e ônibus;C;29;292;2920-4;NÃO
01/01/2930;2930101;Fabricação de cabines, carrocerias e reboques para caminhões;C;29;293;2930-1;NÃO
02/01/2930;2930102;Fabricação de carrocerias para ônibus;C;29;293;2930-1;NÃO
03/01/2930;2930103;Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus;C;29;293;2930-1;NÃO
2941-7/00;2941700;Fabricação de peças e acessórios para o sistema motor de veículos automotores;C;29;294;2941-7;NÃO
2942-5/00;2942500;Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores;C;29;294;2942-5;NÃO
2943-3/00;2943300;Fabricação de peças e acessórios para o sistema de freios de veículos automotores;C;29;294;2943-3;NÃO
2944-1/00;2944100;Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores;C;29;294;2944-1;NÃO
2945-0/00;2945000;Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;C;29;294;2945-0;NÃO
01/02/2949;2949201;Fabricação de bancos e estofados para veículos automotores;C;29;294;2949-2;NÃO
2949-2/99;2949299;Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente;C;29;294;2949-2;NÃO
2950-6/00;2950600;Recondicionamento e recuperação de motores para veículos automotores;C;29;295;2950-6;NÃO
01/03/3011;3011301;Construção de embarcações de grande porte;C;30;301;3011-3;NÃO
02/03/3011;3011302;Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte;C;30;301;3011-3;NÃO
3012-1/00;3012100;Construção de embarcações para esporte e lazer;C;30;301;3012-1;NÃO
3031-8/00;3031800;Fabricação de locomotivas, vagões e outros materiais rodantes;C;30;303;3031-8;NÃO
3032-6/00;3032600;Fabricação de peças e acessórios para veículos ferroviários;C;30;303;3032-6;NÃO
3041-5/00;3041500;Fabricação de aeronaves;C;30;304;3041-5;NÃO
3042-3/00;3042300;Fabricação de turbinas, motores e outros componentes e peças para aeronaves;C;30;304;3042-3;NÃO
3050-4/00;3050400;Fabricação de veículos militares de combate;C;30;305;3050-4;NÃO
01/01/3091;3091101;Fabricação de motocicletas;C;30;309;3091-1;NÃO
02/01/3091;3091102;Fabricação de peças e acessórios para motocicletas;C;30;309;3091-1;NÃO
3092-0/00;3092000;Fabricação de bicicletas e triciclos não motorizados, peças e acessórios;C;30;309;3092-0;NÃO
3099-7/00;3099700;Fabricação de equipamentos de transporte não especificados anteriormente;C;30;309;3099-7;NÃO
3101-2/00;3101200;Fabricação de móveis com predominância de madeira;C;31;310;3101-2;NÃO
3102-1/00;3102100;Fabricação de móveis com predominância de metal;C;31;310;3102-1;NÃO
3103-9/00;3103900;Fabricação de móveis de outros materiais, exceto madeira e metal;C;31;310;3103-9;NÃO
3104-7/00;3104700;Fabricação de colchões;C;31;310;3104-7;NÃO
01/06/3211;3211601;Lapidação de gemas;C;32;321;3211-6;NÃO
02/06/3211;3211602;Fabricação de artefatos de joalheria e ourivesaria;C;32;321;3211-6;NÃO
03/06/3211;3211603;Cunhagem de moedas e medalhas;C;32;321;3211-6;NÃO
3212-4/00;3212400;Fabricação de bijuterias e artefatos semelhantes;C;32;321;3212-4;NÃO
3220-5/00;3220500;Fabricação de instrumentos musicais, peças e acessórios;C;32;322;3220-5;NÃO
3230-2/00;3230200;Fabricação de artefatos para pesca e esporte;C;32;323;3230-2;NÃO
3240-0/01;3240001;Fabricação de jogos eletrônicos;C;32;324;3240-0;NÃO
3240-0/02;3240002;Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação;C;32;324;3240-0;NÃO
3240-0/03;3240003;Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação;C;32;324;3240-0;NÃO
3240-0/99;3240099;Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente;C;32;324;3240-0;NÃO
01/07/3250;3250701;Fabricação de instrumentos não eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório;C;32;325;3250-7;NÃO
02/07/3250;3250702;Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório;C;32;325;3250-7;NÃO
03/07/3250;3250703;Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda;C;32;325;3250-7;NÃO
04/07/3250;3250704;Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda;C;32;325;3250-7;NÃO
05/07/3250;3250705;Fabricação de materiais para medicina e odontologia;C;32;325;3250-7;NÃO
06/07/3250;3250706;Serviços de prótese dentária;C;32;325;3250-7;NÃO
07/07/3250;3250707;Fabricação de artigos ópticos;C;32;325;3250-7;NÃO
09/07/3250;3250709;Serviço de laboratório óptico;C;32;325;3250-7;NÃO
3291-4/00;3291400;Fabricação de escovas, pincéis e vassouras;C;32;329;3291-4;NÃO
01/02/3292;3292201;Fabricação de roupas de proteção e segurança e resistentes a fogo;C;32;329;3292-2;NÃO
02/02/3292;3292202;Fabricação de equipamentos e acessórios para segurança pessoal e profissional;C;32;329;3292-2;NÃO
3299-0/01;3299001;Fabricação de guarda-chuvas e similares;C;32;329;3299-0;NÃO
3299-0/02;3299002;Fabricação de canetas, lápis e outros artigos para escritório;C;32;329;3299-0;NÃO
3299-0/03;3299003;Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos;C;32;329;3299-0;NÃO
3299-0/04;3299004;Fabricação de painéis e letreiros luminosos;C;32;329;3299-0;NÃO
3299-0/05;3299005;Fabricação de aviamentos para costura;C;32;329;3299-0;NÃO
3299-0/06;3299006;Fabricação de velas, inclusive decorativas;C;32;329;3299-0;NÃO
3299-0/99;3299099;Fabricação de produtos diversos não especificados anteriormente;C;32;329;3299-0;NÃO
3311-2/00;3311200;Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;C;33;331;3311-2;NÃO
02/01/3312;3312102;Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle;C;33;331;3312-1;NÃO
03/01/3312;3312103;Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;C;33;331;3312-1;NÃO
04/01/3312;3312104;Manutenção e reparação de equipamentos e instrumentos ópticos;C;33;331;3312-1;NÃO
01/09/3313;3313901;Manutenção e reparação de geradores, transformadores e motores elétricos;C;33;331;3313-9;NÃO
02/09/3313;3313902;Manutenção e reparação de baterias e acumuladores elétricos, exceto para veículos;C;33;331;3313-9;NÃO
3313-9/99;3313999;Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente;C;33;331;3313-9;NÃO
01/07/3314;3314701;Manutenção e reparação de máquinas motrizes não elétricas;C;33;331;3314-7;NÃO
02/07/3314;3314702;Manutenção e reparação de equipamentos hidráulicos e pneumáticos, exceto válvulas;C;33;331;3314-7;NÃO
03/07/3314;3314703;Manutenção e reparação de válvulas industriais;C;33;331;3314-7;NÃO
04/07/3314;3314704;Manutenção e reparação de compressores;C;33;331;3314-7;NÃO
05/07/3314;3314705;Manutenção e reparação de equipamentos de transmissão para fins industriais;C;33;331;3314-7;NÃO
06/07/3314;3314706;Manutenção e reparação de máquinas, aparelhos e equipamentos para instalações térmicas;C;33;331;3314-7;NÃO
07/07/3314;3314707;Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;C;33;331;3314-7;NÃO
08/07/3314;3314708;Manutenção e reparação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas;C;33;331;3314-7;NÃO
09/07/3314;3314709;Manutenção e reparação de máquinas de escrever, calcular e de outros equipamentos não eletrônicos para escritório;C;33;331;3314-7;NÃO
10/07/3314;3314710;Manutenção e reparação de máquinas e equipamentos para uso geral não especificados anteriormente;C;33;331;3314-7;NÃO
11/07/3314;3314711;Manutenção e reparação de máquinas e equipamentos para agricultura e pecuária;C;33;331;3314-7;NÃO
12/07/3314;3314712;Manutenção e reparação de tratores agrícolas;C;33;331;3314-7;NÃO
13/07/3314;3314713;Manutenção e reparação de máquinas-ferramenta;C;33;331;3314-7;NÃO
14/07/3314;3314714;Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo;C;33;331;3314-7;NÃO
15/07/3314;3314715;Manutenção e reparação de máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo;C;33;331;3314-7;NÃO
16/07/3314;3314716;Manutenção e reparação de tratores, exceto agrícolas;C;33;331;3314-7;NÃO
17/07/3314;3314717;Manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção, exceto tratores;C;33;331;3314-7;NÃO
18/07/3314;3314718;Manutenção e reparação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta;C;33;331;3314-7;NÃO
19/07/3314;3314719;Manutenção e reparação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo;C;33;331;3314-7;NÃO
